CMTE_ID,TOTAL_TRANSACTIONS,YEAR,CMTE_NAME
C00075994,4000,2,ASHLAND INC POLITICAL ACTION COMMITTEE FOR EMPLOYEES (PACE)
C00039131,4000,2,BOISE CASCADE POLITICAL FUND
C00045781,3800,1,OUTDOOR ADVERTISING ASSOCIATION OF AMERICA POLITICAL ACTION COMMITTEE
C00149104,3750,3,CENEX HARVEST STATES COOPERATIVES-COUNTRY ENERGY LLC POLITICAL ACTION COMMITTEE
C00064774,3750,1,"FPL PAC, FLORIDA POWER & LIGHT CO. EMPLOYEES' POLITICAL ACTION COMMITTEE"
C00194746,3750,3,BLUEPAC BLUE CROSS AND BLUE SHIELD ASSOCIATION THE POLITICAL ACTION COMMITTEE
C00332031,3500,2,INDEPENDENT ELECTRICAL CONTRACTORS INC PAC (IEC GOOD GOVERNMENT PAC)
C00161604,3500,1,COOPERATIVE OF AMERICAN PHYSICIANS FEDERAL ACTION COMMITTEE (CAP/FAC)
C00042895,3500,2,PENNEYPAC JCPENNEY CO INC POLITICAL ACTION COMMITTEE
C00001875,3500,3,AMERICA'S COMMUNITY BANKERS COMMUNITY CAMPAIGN COMMITTEE (FKA) SAVINGS & COMMUNITY BANKERS
C00079855,3500,1,BOWLING PROPRIET0RS ASSN OF AMERICA PAC
C00327874,3500,2,GREEN FOR CONGRESS
C00363945,3500,2,SYNGENTA CORPORATION POLITICAL ACTION COMMITTEE (SYNGENTA PAC)
C00286583,3500,2,MINNESOTA COMMITTEE FOR THE REPUBLICAN CONGRESS
C00360008,3500,2,NATIONAL THOROUGHBRED RACING ASSOCIATION POLITICAL ACTION COMMITTEE
C00215491,3500,3,FAEGRE & BENSON LIMITED LIABILITY PARTNERSHIP
C00356840,3500,1,AMERICANS FOR LAW AND LIBERTY (ALLPAC)
C00167684,3500,2,AMERICAN SUGARBEET GROWERS ASSOCIATION POLITICAL ACTION COMMITTEE
C00129833,3500,2,WASHINGTON MUTUAL POLITICAL ACTION COMMITTEE (WMPAC)
C00009704,3357,3,CONSERVATIVE VICTORY FUND
C00147066,3178,1,AMERICAN COUNCIL OF LIFE INSURERS
C00250027,3100,2,KIRBY CORPORATION POLITICAL ACTION COMMITTEE
C00390831,3000,2,
C00310532,3000,2,KAY GRANGER CAMPAIGN FUND
C00248716,3000,1,COMCAST CORPORATION POLITICAL ACTION COMMITTEE
C00358440,3000,1,BALCH & BINGHAM LLP FEDERAL POLITICAL COMMITTEE
C00282731,3000,2,COUNTRYWIDE CREDIT INDUSTRIES INC PAC (COUNTRYWIDE PAC)
C00343459,3000,1,RADIOLOGY ADVOCACY ALLIANCE POLITICAL ACTION COMMITTEE (RADPAC)
C00244863,3000,2,NATIONAL ROOFING CONTRACTORS ASSOCIATION (ROOFPAC)
C00255976,3000,2,LINDER FOR CONGRESS
C00365411,3000,2,
C00352963,3000,2,AMERICAN PROSPERITY POLITICAL ACTION COMMITTEE
C00303339,3000,2,"NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC. POLITICAL ACTION COMMITTEE"
C00301929,3000,3,"COLLIER, SHANNON, SCOTT, PLLC POLITICAL ACTION COMMITTEE"
C00250720,3000,2,FRIENDS OF SAM JOHNSON
C00336040,3000,1,H J HEINZ COMPANY POLITICAL ACTION COMMITTEE
C00355461,3000,2,CANTOR FOR CONGRESS
C00403022,3000,1,
C00325969,3000,1,LEADERSHIP 2000
C00258855,3000,2,VOLUNTEERS FOR SHIMKUS
C00402743,3000,2,
C00239905,3000,2,HOBSON FOR CONGRESS COMMITTEE
C00138560,3000,1,WASHINGTON POLITICAL ACTION COMMITTEE
C00112763,3000,2,INTERNATIONAL MASS RETAIL ASSOCIATION PAC FKA IMRAPAC
C00216127,3000,1,SONNENSCHEIN NATH & ROSENTHAL GOOD GOVERNMENT COMMITTEE
C00208090,3000,2,HASTERT FOR CONGRESS COMMITTEE
C00197095,3000,2,NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY FEDERAL POLITICAL ACTION COMMITTEE (NML FEDPAC)
C00223297,3000,2,CHRISTOPHER COX CONGRESSIONAL COMMITTEE
C00025346,3000,1,SUN COMPANY INC POLITICAL ACTION COMMITTEE
C00164145,3000,1,UNITED SERVICES AUTOMOBILE ASSOCIATION GROUP POLITICAL ACTION COMMITTEE (USAA GROUP PAC)
C00005660,3000,1,ORAL AND MAXILLOFACIAL SURGERY POLITICAL ACTION COMMITTEE (OMSPAC)
C00225342,3000,1,"MCGUIRE, WOODS, BATTLE & BOOTHE FEDERAL POLITICAL ACTION COMMITTEE"
C00163832,3000,2,CSX CORPORATION GOOD GOVERNMENT FUND
C00157875,3000,1,NATIONAL ASSOCIATION OF PLUMBING-HEATING-COOLING CONTRACTORS PAC AKA PHCC-PAC
C00040550,3000,2,MERRILL LYNCH & CO INC POLITICAL ACTION COMMITTEE
C00142489,3000,3,ALLETE PAC (ALLETE POLITICAL ACTION COMMITTEE)
C00004812,3000,2,MORTGAGE BANKERS ASSOCIATION OF AMERICA POLITICAL ACTION COMMITTEE
C00232843,3000,1,FINANCIAL SERVICE CENTERS OF AMERICA INC
C00009282,3000,2,NORFOLK SOUTHERN CORPORATION GOOD GOVERNMENT FUND
C00084491,3000,2,INTERNATIONAL FRANCHISE ASSOCIATION FRANCHISING POLITICAL ACTION COMMITTEE INC
C00076174,3000,2,NATIONWIDE POLITICAL PARTICIPATION COMMITTEE
C00100107,3000,2,NATIONAL SOFT DRINK ASSOCIATION POLITICAL ACTION COMMITTEE AKA SOFT DRINK PAC
C00100537,3000,2,BILL THOMAS CAMPAIGN COMMITTEE
C00083535,3000,1,"DUKE ENERGY CORPORATION POLITICAL ACTION COMMITTEE-FEDERAL ""DUKEPAC"""
C70003298,2901,1,NATIONAL RIGHT TO LIFE COMMITTEE
C00103143,2500,2,AMERICAN INSURANCE ASSOCIATON POLITICAL ACTION COMMITTEE
C00016386,2500,1,AMERICAN BAKERS ASSOCIATION BREAD POLITICAL ACTION COMMITTEE
C00213173,2500,2,PRESTON GATES ELLIS & ROUVELAS MEEDS LLP PAC
C00282160,2500,2,GUTKNECHT FOR U S CONGRESS COMMITTEE
C00296657,2500,1,OHIO NATIONAL LIFE INSURANCE COMPANY POLITICAL ACTIONCOMMITTEE (AKA)ONLI-PAC
C00001388,2500,1,DAIRY FARMERS OF AMERICA INC DEPAC (DAIRY EDUCATION POLITICAL ACTION COMMITTEE)
C00087791,2500,3,BROWN & WILLIAMSON TOBACCO CORPORATION EMPLOYEE POLITICAL ACTION COMMITTEE AKA EMPAC
C00252338,2500,2,AMERICAN CHEMISTRY COUNCIL POLITICAL ACTION COMMITTEE-ALSO DBA AS CHEMICAL MANU ASSO PAC
C00251876,2500,1,AMGEN INC POLITICAL ACTION COMMITTEE
C00108290,2500,1,SCHERING - PLOUGH CORPORATION BETTER GOVERNMENT FUND
C00076588,2500,2,CF INDUSTRIES EMPLOYEES' GOOD GOVERNMENT FUND
C00325647,2500,1,UNITED SERVICES PLANNING ASSOCIATION INC PAC (USPA PAC)
C00076299,2500,2,CME/PAC CHICAGO MERCANTILE EXCHANGE INC PAC
C00141747,2500,1,NORTHERN CALIFORNIANS FOR GOOD GOVERNMENT
C00010983,2500,1,JOHNSON & JOHNSON EMPLOYEES' GOOD GOVERNMENT FUND
C00368571,2500,1,
C00342972,2500,1,AMERICAN ACADEMY OF AUDIOLOGY INC PAC
C00109306,2500,1,WHOLESALER-DISTRIBUTOR PAC OF THE NATIONAL ASSOCIATION OF WHOLESALE-DISTRIBUTORS
C00359588,2100,1,LEHI COMMITTEE
C00097238,2100,1,VIAD GOOD GOVERNMENT PROJECT
C00220764,2000,1,VSS&P FEDPAC
C00379768,2000,1,
C00380550,2000,1,
C00147173,2000,2,"WINE AND SPIRITS WHOLESALERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE"
C00149013,2000,1,FULBRIGHT & JAWORSKI L L P FEDERAL COMMITTEE
C00236372,2000,2,CARLSON RESTAURANTS WORLDWIDE PARTICIPATING ACTIVE CITIZENS
C00324483,2000,1,MIDAMERICAN ENERGY COMPANY EXECUTIVE PAC
C00040659,2000,1,NATIONAL ASSOCIATION OF FEDERAL CREDIT UNIONS POLITICAL ACTION COMMITTEE (NAFCUPAC)
C00004994,2000,2,NATIONAL ASSOCIATION OF PROFESSIONAL INSURANCE AGENTS POLITICAL ACTION COMMITTEE;THE
C00345033,2000,1,UNITED IN FREEDOM
C00226548,2000,1,TEXAS UTILITIES COMPANY D/B/A TXU CORP POLITICAL ACTION COMMITTEE
C00163253,2000,2,MDU RESOURCES GROUP GOOD GOVERNMENT FUND
C00225623,2000,1,WALSH FOR CONGRESS COMMITTEE
C00384891,2000,1,
C00363879,2000,2,"ENTERGY CORPORATION POLITICAL ACTION COMMITTEE ""ENPAC"""
C00003830,2000,1,CHASE MANHATTAN CORPORATION FUND FOR GOOD GOVERNMENT
C00081547,2000,1,"DTE ENERGY COMPANY POLITICAL ACTION COMMITTEE-FEDERAL ""EDPAC"" FKA DETROIT EDISON PAC-STATE"
C00039214,2000,2,NATIONAL LUMBER AND BUILDING MATERIAL DEALERS ASSN POLITICAL ACTION COMMITTEE (LUDPAC)
C00311852,2000,1,FRIENDS OF JOHN PETERSON
C00236414,2000,1,AEGON USA INC POLITICAL ACTION COMMITTEE
C00311043,2000,2,BRADY FOR CONGRESS
C00346114,2000,1,PEOPLE WITH HART INC
C00034173,2000,1,AMT - ASSOCIATION FOR MANUFACTURING TECHNOLOGY MACHINE TOOLPAC
C00242370,2000,2,MONTGOMERY WATSON AMERICAS INC EMPLOYEE PAC
C00412098,2000,1,
C00172841,2000,2,UNITED EGG ASSOCIATION POLITICAL ACTION COMMITTEE (EGGPAC)
C00273003,2000,1,AMERICAN ASSOCIATION OF CLINICAL UROLOGISTS POLITICAL ACTION COMMITTEE (UROPAC)
C00115972,2000,1,FRIENDS OF SENATOR NICKLES
C00046474,2000,2,FORD MOTOR COMPANY CIVIC ACTION FUND
C00118208,2000,1,AMERICAN ROAD & TRANSPORTATION BUILDERS ASSOCIATION (ARTBA) - 525 PAC
C00337295,2000,1,COMMON SENSE LEADERSHIP FUND (CSLF)
C00336842,2000,1,FAMILY PAC
C00118943,2000,2,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE
C00120238,2000,1,AMERICAN MOTORCYCLIST POLITICAL ACTION COMMITTEE
C00121301,2000,1,US BANCORP PIPER JAFFRAY FEDERAL PAC
C00252866,2000,1,MBNA CORPORATION FEDERAL POLITICAL COMMITTEE
C00342170,2000,1,UNITED STATES MARINE REPAIR INC POLITICAL ACTION COMMITTEE
C00366781,2000,1,
C00072025,2000,1,NATIONAL RURAL LETTER CARRIERS' ASSOCIATION POLITICAL ACTION COMMITTEE
C00375378,2000,1,
C00413955,2000,1,
C00074096,2000,1,POLITICAL ACTION COMMITTEE OF EMPLOYEES OF THE DOW CHEMICAL COMPANY (PACE)
C00233304,2000,1,ASSOCIATION FOR COMMERCIAL REAL ESTATE AMERICAN DEVELOPMENT PAC
C00254201,2000,1,NATIONAL ASSOCIATION OF MORTGAGE BROKERS POLITICAL ACTION COMMITTEE (NAMB PAC)
C00377689,2000,2,
C00141036,2000,1,NATIONAL CITY CORPORATION PAC (AKA NATIONAL CITY PAC OR NC PAC)
C00235309,2000,2,DIRECT VOICE THE POLITICAL ACTION COMMITTEE OF THE DIRECT MARKETING ASSOCIATION
C00327437,2000,1,"CHANGING TIDE COMMITTEE, THE (TIDE)"
C00172635,2000,1,BASS BROTHERS ENTERPRISES INC POLITICAL ACTION COMMITTEE
C00312579,2000,1,"WASHINGTON FUND, THE (WASHFUND)"
C00398248,2000,1,
C00006080,2000,2,AMERICAN HEALTH CARE ASSOCIATION POLITICAL ACTION COMMITTEE (AHCA-PAC)
C00021972,2000,1,PHARMACEUTICAL RESEARCH & MANUFACTURERS OF AMERICA BETTER GOVERNMENT COMMITTEE
C00198309,2000,1,DICK ARMEY CAMPAIGN COMMITTEE
C00102160,2000,1,NORTHEAST UTILITIES EMPLOYEES POLITICAL ACTION COMMITTEE-FEDERAL
C00201509,2000,2,FOOD DISTRIBUTORS VOICE IN POLITICS CMTE-THE POLITICAL ACTION CMTE OF FOOD DIST INT'L
C00285932,2000,1,TOM DAVIS FOR CONGRESS
C00396671,2000,2,
C00033969,2000,2,NOVARTIS EMPLOYEE GOOD GOVERNMENT FUND
C00285098,2000,1,BIG TENT PAC;THE
C00284810,2000,3,MARRIOTT INTERNATIONAL INC POLITICAL ACTION COMMITTEE
C00409714,2000,1,
C00402263,2000,1,
C00265942,2000,1,MAC COLLINS FOR CONGRESS
C00241380,2000,1,"ARENT, FOX CIVIC PARTICIPATION FUND"
C00091884,2000,1,EMPLOYEES FEDERAL PAC - CAROLINA POWER & LIGHT CO
C00100321,2000,1,HARRIS CORPORATION-FEDERAL POLITICAL ACTION COMMITTEE
C00356345,2000,1,E*TRADE GROUP INC PAC (E*TRADE PAC)
C00000984,2000,2,UNITED STATES TELECOM ASSOCIATION POLITICAL ACTION COMMITTEE (USTAPAC)
C00405241,2000,1,
C00010868,2000,2,AMERICAN CONSULTING ENGINEERS COUNCIL POLITICAL ACTION COMMITTEE
C00392548,2000,1,
C00340356,2000,1,ADVANCED MEDICAL TECHNOLOGY ASSOCIATION PAC (ADVAMED PAC)
C00187526,2000,2,CITY POLITICAL ACTION COMMITTEE (CITY PAC)
C00348938,2000,1,ACE INA HOLDINGS INC POLITICAL ACTION COMMITTEE (ACE INA POLITICAL ACTION COMMITTEE)
C00390583,2000,1,
C00184028,2000,2,ING AMERICA LIFE CORPORATION POL ACTION CMTE (ING US PAC) FKA LIFE INSURANCE CO OF GEORGIA
C00238725,2000,1,NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION POLITICAL ACTION COMMITTEE (AKA NATCA PAC)
C00177469,2000,1,PG&E CORPORATION ENERGYPAC
C00249342,2000,1,AMERICAN SOCIETY OF PLASTIC SURGEONS
C00389239,2000,1,
C00033779,2000,1,REAL ESTATE ROUNDTABLE POLITICAL ACTION COMMITTEE REALPAC FKA NATIONAL REALTY PAC
C00349225,2000,1,SPINE PAC OF THE NATIONAL ASSOCIATION OF SPINE SPECIALISTS
C00173153,2000,1,AMERICAN ASSOCIATION OF NURSE ANESTHETISTS SEPARATE SEGREGATED FUND (CRNA-PAC)
C00300178,2000,1,"FIRST UNION CORPORATION EMPLOYEES GOOD GOVERNMENT ""F""FUND II"
C00257956,2000,2,BOB GOODLATTE FOR CONGRESS COMMITTEE
C00169821,1500,2,TYSON FOODS INC POLITICAL ACTION COMMITTEE (TYPAC)
C00270249,1500,2,HOEKSTRA FOR CONGRESS
C00002238,1500,2,NATIONAL COUNCIL OF FARMER COOPERATIVES POLITICAL ACTION COMMITTEE (CO-OP/PAC)
C00112896,1500,2,PHILLIPS PETROLEUM COMPANY POLITICAL ACTION COMMITTEE
C00338442,1500,1,AMERICAN APPAREL MANUFACTURERS ASSOCIATION POLITICAL ACTION COMMITTEE (AAMAPAC)
C00122671,1500,2,PEPSI-COLA BOTTLERS ASSOCIATION-PAC
C00402768,1500,1,
C00340158,1500,1,FUND FOR A FREE MARKET AMERICA
C00132092,1500,2,ALLIANT INC EMPLOYEE'S POLITICAL ACTION COMMITTEE
C00042960,1500,2,AMERICAN FROZEN FOOD INSTITUTE POLITICAL ACTION COMMITTEE (AFFI-PAC)
C00081414,1500,2,AMERICAN SUGAR CANE LEAGUE POLITICAL ACTION COMMITTEE
C00042424,1500,2,ST PAUL COMPANIES INC FKA ST PAUL VOLUNTEERS FOR GOOD GOVERNMENT
C00017558,1500,1,BIPARTISAN POLITICAL ACTION COMMITTEE/MELLON FINANCIAL CORPORATION (BIPAC/MFC)
C00004879,1500,1,BUSPAC-POLITICAL ACTION COMMITTEE OF THE AMERICAN BUS ASSOCIATION
C00090209,1500,2,YELLOW CORPORATION POLITICAL ACTION COMMITTEE
C00139964,1500,1,NATIONAL ASSOCIATION OF WHEAT GROWERS POLITICAL ACTION COMMITTEE (WHEATPAC)
C00194084,1500,1,SAFEWAY INC POLITICAL ACTION COMMITTEE (SAFEPAC)
C00255257,1500,2,AMERICAN MOVING AND STORAGE ASSOCIATION FKA AMERICAN MOVERS CONFERENCE
C00385740,1500,2,
C00369660,1401,2,
C00380196,1250,2,
C00277988,1100,1,WINTHROP & WEINSTINE P A POLITICAL FUND
C00375865,1083,2,
C00107615,1002,2,AMERICAN RENTAL ASSOCIATION POLITICAL ACTION COMMITTEE (ARAPAC)
C00065987,1000,1,WESTVACO CORPORATION POLITICAL PARTICIPATION PROGRAM
C00358663,1000,1,AMERICAN RESORT DEVELOPMENT ASSOCIATION RESORT OWNERS COALITION PAC (ARDA-ROC PAC)
C00360669,1000,1,SOUTHWEST AIRLINES PILOTS' ASSOCIATION POLITICAL ACTION COMMITTEE (SWAPA PAC)
C00079681,1000,1,NATIONAL PROPANE GAS ASSOCIATION POLITICAL ACTION COMMITTEE (PROPANEPAC)
C00357095,1000,1,ABRAHAM LINCOLN LEADERSHIP POLITICAL ACTION COMMITTEE
C00078287,1000,1,CNA FINANCIAL CORPORATION CITIZENS FOR GOOD GOVERNMENT
C00085373,1000,1,K MART CORPORATION POLITICAL ACTION COMMITTEE
C00075473,1000,1,CMS ENERGY CORP EMPLOYEES FOR BETTER GOVERNMENT (FKA CONSUMERS POWER COMPANY...)
C00096842,1000,1,AMERICAN ELECTRIC POWER COMMITTEE FOR RESPONSIBLE GOVERNMENT; THE
C00361741,1000,1,INTUIT 21ST CENTURY LEADERSHIP FUND
C00090415,1000,2,NATIONAL SOCIETY OF PROFESSIONAL ENGINEERS - POLITICAL ACTION COMMITTEE (NSPE-PAC)
C00365692,1000,1,
C00416982,1000,1,MINNESOTA CORN GROWERS ASSOCIATION PAC
C00423095,1000,1,
C00041376,1000,1,CONSTELLATION ENERGY GROUP INC FEDERAL P A C (CONSTELLATION ENERGY FEDERAL PAC)
C00063586,1000,1,UNITED STATES BEET SUGAR ASSOCIATION POLITICAL ACTION COMMITTEE
C00394650,1000,1,
C00035675,1000,1,BRISTOL-MYERS SQUIBB COMPANY EMPLOYEE POLITICAL ACTION COMMITTEE
C00035204,1000,1,PETROLEUM MARKETERS ASSOCIATION OF AMERICA/SMALL BUSINESSCOMMITTEE
C00388793,1000,1,
C00389122,1000,1,
C00033944,1000,2,FEED INDUSTRY POLITICAL ACTION COMMITTEE/AMERICAN FEED INDUSTRY ASSOCIATION
C00033456,1000,1,PHELPS DODGE EMPLOYEES FUND FOR GOOD GOVERNMENT
C00030676,1000,1,USX CORPORATION PAC
C00028316,1000,1,STEVENS FOR SENATE COMMITTEE
C00007450,1000,1,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC)
C00021295,1000,1,BRACEWELL & PATTERSON LLP POLITICAL ACTION COMMITTEE
C00370783,1000,1,
C00399949,1000,1,
C00400929,1000,1,
C00007948,1000,1,"WEYERHAEUSER COMPANY POLITICAL ACTION COMMITTEE (""WPAC"")"
C00008839,1000,1,AMERICAN PODIATRIC MEDICAL ASSOCIATION INC PODIATRY POLITICAL ACTION COMMITTEE
C00402909,1000,1,
C00014944,1000,1,BUD SHUSTER FOR CONGRESS COMMITTEE
C00408468,1000,1,
C00012468,1000,1,COCA-COLA COMPANY NONPARTISAN COMMITTEE FOR GOOD GOVERNMENT
C00012328,1000,2,FLORIDA SUGAR CANE LEAGUE PAC
C00038612,1000,1,SEARS POLITICAL ACTION COMMITTEE
C00386904,1000,2,
C00386029,1000,1,
C00354753,1000,1,DEVON ENERGY CORPORATION POLITICAL ACTION COMMITTEE
C00371385,1000,1,
C00373589,1000,1,
C00375196,1000,1,
C00375220,1000,1,
C00375246,1000,1,
C00043687,1000,1,DAIMLERCHRYSLER CORP POL SUPPORT CMTE A/K/A DAIMLERCHRYSLER POL SUPPORT COMMITTEE
C00376087,1000,1,
C00376756,1000,1,
C00377010,1000,1,
C00042069,1000,2,MONSANTO COMPANY CITIZENSHIP FUND A/K/A MONSANTO CITIZENSHIP FUND
C00377663,1000,1,
C00378166,1000,1,
C00379057,1000,1,
C00380303,1000,1,
C00381384,1000,1,
C00381541,1000,1,
C00040923,1000,1,METROPOLITAN LIFE INSURANCE COMPANY (METLIFE) EMPLOYEES' POLITICAL PARTICIPATION FUND A
C00040253,1000,1,ALLSTATE INSURANCE COMPANY POLITICAL ACTION COMMITTEE
C00410332,1000,1,
C00384974,1000,1,
C00242768,1000,1,JOHN T DOOLITTLE FOR CONGRESS
C00128918,1000,1,PRINCIPAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE
C00325936,1000,1,SOCIETY OF THORACIC SURGEONS POLITICAL ACTION COMMITTEE; THE (STS PAC)
C00144170,1000,1,LOUISIANA FOR AMERICAN SECURITY POLITICAL ACTION COMMITTEE
C00143867,1000,1,EQUIFAX POLITICAL ACTION COMMITTEE
C00326629,1000,1,KLINE FOR CONGRESS COMMITTEE
C00326975,1000,1,RADANOVICH FOR CONGRESS '98
C00142307,1000,1,WATKINS ASSOCIATED INDUSTRIES INC EMPLOYEES FOR GOOD GOVERNMENT COMMITTEE (WATKINS-PAC)
C00221861,1000,1,AMERICAN RENEWAL PAC
C00330241,1000,1,JUDY BIGGERT FOR CONGRESS
C00137828,1000,1,APL LIMITED (FKA AMERICAN PRESIDENT COMPANIES LTD PAC)
C00135681,1000,1,FARMERS GROUP INC POLITICAL ACTION COMMITTEE
C00261958,1000,1,FRIENDS OF JACK KINGSTON
C00330720,1000,1,TRUST PAC; TEAM REPUBLICANS FOR UTILIZING SENSIBLE TACTICS
C00331090,1000,1,WESTPAC/FKA WESTERN COALITION PAC
C00331173,1000,2,"NATIONAL ELECTRICAL MANUFACTURERS ASSOCIATION POLITICAL ACTION COMMITTEE (""NEMA PAC"")"
C00331397,1000,1,SIMPSON FOR CONGRESS
C00296624,1000,1,FLORIDA CRYSTALS INC PAC FKA FLO-SUN INC PAC
C00126961,1000,1,COMMITTEE TO RE-ELECT CONGRESSMAN DUNCAN HUNTER
C00125641,1000,1,INTEL CORPORATION POLITICAL ACTION COMMITTEE
C00261339,1000,1,HOGAN & HARTSON POLITICAL ACTION COMMITTEE
C00333534,1000,1,RELIANT ENERGY ENTEX (RELIANT ENERGY RESOURCES CORP) CITIZENSHIP RESPONSIBILITY GROUP
C00269340,1000,1,LOBIONDO FOR CONGRESS
C00221168,1000,1,ARTHUR ANDERSEN PAC (FKA) ARTHUR ANDERSEN/ANDERSEN CONSULTING PAC
C00174599,1000,1,LAMAR CORPORATION POLITICAL ACTION COMMITTEE (LAMARPAC)
C00273136,1000,1,"OLSSON, FRANK AND WEEDA PC FREEDOM PAC"
C00282921,1000,1,WINSTON & STRAWN POLITICAL ACTION COMMITTEE
C00210666,1000,1,AMERICAN SPEECH-LANGUAGE-HEARING ASSOCIATION POLITICAL ACTION COMMITTEE
C00171843,1000,1,LIBERTY MUTUAL INSURANCE COMPANY POLITICAL ACTION COMMITTEE
C00303024,1000,1,LOCKHEED MARTIN EMPLOYEES POLITICAL ACTION COMMITTEE
C00177972,1000,1,PILLSBURY MADISON & SUTRO LLP POLITICAL ACTION COMMITTEE
C00170696,1000,1,MARSHALL & ILSLEY CORPORATION POLITICAL ACTION COMMITTEE FEDERAL ACCOUNT
C00311159,1000,1,NATIONAL HARDWOOD LUMBER ASSOCIATION PAC INC
C00311308,1000,1,TIMKEN COMPANY GOOD GOVERNMENT FUND;THE
C00168542,1000,2,GREAT LAKES SUGAR BEET GROWERS POLITICAL ACTION COMMITTEE (GLSBGPAC)
C00313650,1000,1,AMERICA WEST AIRLINES INC FEDERAL PAC
C00314625,1000,1,"SYSCO CORPORATION GOOD GOVERNMENT POLITICAL ACTION COMMITTEE (""SYSCO PAC"")"
C00217216,1000,1,FIRST HEALTH GROUP CORP (FHGPAC)
C00319319,1000,1,PHYSICIAN INSURERS ASSOCIATION OF AMERICA PAC (PHYSICIAN INSURERS PAC)
C00279299,1000,1,PORTMAN FOR CONGRESS COMMITTEE
C00279216,1000,1,ELLER MEDIA COMPANY POLITICAL ACTION COMMITTEE
C00320176,1000,1,WESTERN ACTION PAC
C00155713,1000,1,BAYPAC
C00153213,1000,1,MIKE BILIRAKIS FOR CONGRESS
C00217885,1000,1,LEBOEUF LAMB GREENE & MACRAE POLITICAL ACTION COMMITTEE
C00334581,1000,1,HARNISCHFEGER INDUSTRIES INC POLITICAL ACTION COMMITTEE
C00260547,1000,1,BACHUS FOR CONGRESS
C00335026,1000,1,CENDANT CORPORATION POLITICAL ACTION COMMITTEE
C00296632,1000,1,CIRCUIT CITY STORES INC POLITICAL ACTION COMMITTEE (CIRCUIT CITY PAC)
C00108209,1000,1,COMMITTEE FOR RESPONSIBLE GOVERNMENT-DOMINION; THE (CRG)
C00239848,1000,1,NUCLEAR ENERGY INSTITUTE FED POLITICAL ACTION COMMITTEE
C00105338,1000,1,HOPKINS & SUTTER POLITICAL FUND
C00241851,1000,1,BRINKER INTERNATIONAL INC POLITICAL ACTION COMMITTEE
C00104901,1000,2,"AKIN, GUMP, STRAUSS, HAUER & FELD LLP CIVIC ACTION COMMITTEE"
C00104687,1000,1,AO SMITH CORPORATION POLITICAL ACTION COMMITTEE (AOSPAC)
C00104109,1000,1,ISPAT INLAND GOOD GOVERNMENT FUND
C00103903,1000,1,PROFESSIONALS POLITICAL ACTION COMMITTEE (P-PAC) (HDR INC ET AL)
C00348524,1000,1,RAG AMERICAN COAL HOLDING INC POLITICAL ACTION COMMITTEE/RAG AMERICAN PAC
C00110262,1000,1,BRUNSWICK CORPORATION GOOD GOVERNMENT FUND
C00349431,1000,1,REHBERG FOR CONGRESS
C00102764,1000,1,AMERICAN CHIROPRACTIC ASSOCIATION POLITICAL ACTION COMMITTEE
C00350520,1000,1,ISSA FOR CONGRESS
C00350702,1000,1,ENGINEERED SUPPORT SYSTEMS INC POLITICAL ACTION COMMITTEE
C00101725,1000,1,BFGOODRICH POLITICAL ACTION COMMITTEE
C00351288,1000,1,ED SCHROCK FOR CONGRESS
C00242057,1000,1,REED SMITH POLITICAL ACTION COMMITTEE
C00353979,1000,1,TOM OSBORNE FOR U S CONGRESS
C00257402,1000,1,TEXANS FOR HENRY BONILLA
C00344150,1000,1,FLETCHER FOR CONGRESS
C00299404,1000,1,FRELINGHUYSEN FOR CONGRESS
C00110478,1000,1,P&L COAL HOLDINGS INC POLITICAL ACTION COMMITTEE FKA (PEABODY PAC)
C00338848,1000,1,HOOSIER POLITICAL ACTION COMMITTEE (HOOSIER PAC)
C00257337,1000,1,KEN CALVERT FOR CONGRESS
C00254953,1000,1,BROOKE HOLDINGS INC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SEPARATE SEGREGATED FUND
C00340190,1000,1,AMERICAN SOUND CONSERVATIVE POLITICAL ACTION COMM
C00115303,1000,1,AMERICAN HOME PRODUCTS CORPORATION-AHP GOOD GOVERNMENT FUND
C00254268,1000,1,CROWN CORK & SEAL COMPANY INC POLITICAL ACTION COMMITTEE
C00340810,1000,1,PAC '96
C00341271,1000,1,"DAY & ZIMMERMANN INC FEDERAL PAC (AKA ""DAYPAC - FEDERAL"")"
C00342378,1000,1,LEADERSHIP FOR AMERICA'S FUTURE PAC (LEAD PAC)
C00233247,1000,1,MANAGEMENT ASSOCIATION FOR PRIVATE PHOTOGRAMMETRIC SURVEYORS PAC (MAPPS PAC)
C00250407,1000,1,SOUTHERN COMPANY - SOUTHERN NUCLEAR OPERATING COMPANY INC PAC
C00238311,1000,1,AIRBORNE FREIGHT CORPORATION POLITICAL ACTION COMMITTEE (ABXPAC)
C00112623,1000,2,"WHITE CASTLE SYSTEM, INC POLITICAL ACTION COMMITTEE"
